pageTitle,pageContent
BM211 - Nesneye Dayalı Programlama - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Java ve Java platformunu tanıma




2
Program denetimi ve operatörlerle çalışma




3
Nesne kavramı ve tanımlama işlemleri




4
Paketler ve erişim belirleyicileri




5
Kalıtım ve komposizyon kavramı




5
Kalıtım ve komposizyon kavramı




7
Polimorfizm




7
Arayüzler ve dahili sınıflar




9
İstisna durumlarının yönetimi




9
Javada I/O işlemleri




11
UML Tasarımı




12
İş Parçacıkları




13
Soket Programlama




14
Uygulama ve Kısa sınav








"
BM213 - Olasılık ve İstatistik - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Verilerin Toplanması ve Betimleyici İstatistik, Kanıtlamalı İstatistik ve Olasılık Modelleri, Yığınlar ve Örnekler.




2
Frekans tabloları ve grafikleri, gruplanmış veriler, Histogramlar, diyagramlar ve dal-yaprak grafikleri.




3
Örnek ortalaması, Örnek ortancası ve Örnek tepe değeri, Örnek varyansıve örnek standart sapması.




4
Örnek yüzdebirlikleri ve kutu grafikleri, Chebyshev eşitsizliği.




5
Normal veri kümeleri, Eşleştirilmiş veri kümeleri ve Örnek korelasyon katsayısı.




6
Örnek Uzay ve Olaylar, Venn Diyagraları ve Olaylar Cebri ve Olasılık aksiyomları.




7
Koşullu Olasılık, Bayes Formülü, Bağımsız Olaylar.




8
Rastlantı Değişkenleri, Rastlantı Değişkeni Türleri, Ortak Dağılımlı Rastlantı Değişkenleri./ARASINAV




9
Rastlantı Değişkenlerinin Beklenen değeri, Beklenen Değerin Özellikleri, Varyansı.




10
Rastlantı Değişkenlerinin Kovaryansı ve Varyansı, Moment Üreten Fonksiyonlar,  Chebyshev’s Eşitsizliği ve Zayıf Büyük Sayılar Kanunu.




11
Özel Rastlantı Değişkenleri--Bernoulli ve Binom Rastlantı Değişkenleri.




12
Poisson Rastlantı Değişkeni, Hipergeometrik Rastlantı Değişkeni




13
Düzgün Rastlantı Değişkeni,  Normal Rastlantı Değişkeni, Üstel Rastlantı Değişkeni , Normalden Doğan Dağılımlar.




14
Örnekleme İstatistiklerinin Dağılımı--Örnek Ortalaması,  Merkezi Limit Teoremi, Örnek Varyansı.








"
BM215 - Devre Teorisi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Temel Tanımlar




2
Ohm ve Kirchoff Kanunları




3
Düğüm Gerilimleri Yöntemi




4
Çevre Akımları Yöntemi




5
Thevenin ve Norton Eşdeğer Devreleri




6
Maksimum Güç Teoremi




7
Süperpozisyon Teoremi




8
Endüktans-Kapasitans




9
Karşılıklı Endüktans 




10
Birinci Dereceden RL ve RC Devrenin Doğal Yanıtı




11
Birinci Dereceden RL ve RC Devre Basamak Yanıtı




12
Dizisel Anahtarlamada RL ve RC Devre Davranışı




13
Sinüzoidal Kaynak, Sinüzoidal Yanıt, Fazör Dönüşümü




14
RLC Devrelerinin Doğal ve Basamak Yanıtı








"
BM217 - Sayısal Tasarım - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş, İkili Sistemler




2
Boole Cebri ve Mantık Kapıları

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders



3
Bool Fonksiyonlarının İndirgenmesi

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders



4
Birleşimsel Mantık -1

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders



5
Birleşimsel Mantık -2




6
Eş Zamanlı Sıralı Mantık-1




7
Eş Zamanlı Sıralı Mantık-2




8
Eş Zamanlı Sıralı Mantık-3

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders



9
Yazmaçlar ve Sayaçlar-1

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Laboratuar



10
Yazmaçlar ve Sayaçlar-2

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Laboratuar



11
Bellek ve Programlanabilir Mantık-1

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Laboratuar



12
Bellek ve Programlanabilir Mantık-2

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Laboratuar



13
Eş Zamansız Sıralı Mantık-1

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Laboratuar



14
Eş Zamansız Sıralı Mantık-2








"
BM219 - İnternet Programlama - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İnternet Programlama ile ilgili genel kavramlar




2
HTML' e giriş

Ders
Tartışmalı Ders
Laboratuar



3
HTML

Ders
Tartışmalı Ders
Laboratuar



5
Formlar ve HTML Yardımcıları




5
CSS

Ders
Tartışmalı Ders
Laboratuar



5
CSS

Ders
Tartışmalı Ders
Laboratuar



7
JavaScript

Ders
Tartışmalı Ders
Laboratuar



7
JavaScript

Ders
Tartışmalı Ders
Laboratuar



7
JavaScript

Ders
Tartışmalı Ders
Laboratuar



11
C# temelleri

Ders
Tartışmalı Ders
Laboratuar



11
C# temelleri

Ders
Tartışmalı Ders
Laboratuar



12
Asp.Net Core MVC




12
Asp.Net Core MVC




14
Web Uygulama Örnekleri








"
ENG201 - Teknik İngilizce I - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Introduction




1
Dersin tanımı, özellikleri ve değerlendirme sürecinin anlatılması




2
Functional English Grammar




2
Not tutma alıştırması, yazının hedef kitlesi, amaç ve tonunu ayrıştırma




3
Useful phrases and expressions




3
Not tutma stratejilerinin hazırlanması, bir nesne veya kavramı yazılı tanımlama




4
If clauses




4
Not tutma stratejileri, geri besleme, yazıda bütünlük




5
Noun clause, -so that, -such that




5
Okuma: tarama, kavrama, kelime çalışmaları, bir nesne veya mekanizmayı betimleme




6
Active passive




6
Dinleme ve önemli bilgiyi ayrıştırma, yazılı yanıt, yazıda akıcılık, okuma becerilerine devam




7
Akış şeması yazmak, proses tanımlamasını yazmak, kelime /terminoloji alıştırmalar




7
Introduction to elements of academic writing




8
Ara sınav




8
Report Writing




9
Kelime/terminoloji alıştırmalar




9
Essay writing




10
Diagrams, tables, graphs and job advertisements




10
Okuma: bilgiyi tasnif etmek, kelime çalışmaları, savunma cümlesi yazmak




11
Dinleme: bilgiyi tasnif etmek : essay organizasyonu: özet- konu başlıklarını yazmak




11
Formal presentations (organizing data and slide preparation)




12
Öğrenilen terminolojiyi kullanarak tasarlanan bir ürünü tanıtma




12
Resume writing




13
Okuma kavrama / bir konunun alt başlıklarına daraltarak essay yazmak




13
Skimming through the text and Scanning




14
Dinleme & özet çıkarma, essay yazma ve değerlendirme




14
Listening/Reading Comprehension








"
BM202 - Sayısal Çözümleme - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş, sayısal çözümlemenin tanımı, kullanıldığı alanlar




2
Program yazılacak platformun tanıtımı




3
Hata, bağıl hata, mutlak hata, yaklaşım hatası




4
Denklem çözümü: Grafik yöntemi, kapalı yöntemler 




5
İkiye bölme (bisection) yöntemi, adım küçülterek köke yaklaşma yöntemi , yer değiştirme yöntemi




6
Denklem çözümü: Açık Yöntemler ( sabit noktalı iterasyon, Newton-Raphson, Sekant)




7
Denklem sistemlerinin çözümü: Doğrudan çözüm, Cramer




8
Arasınav, Denklem sistemlerinin çözümü: Gauss yok etme




9
Eğrisel denklem sistemlerinin çözümü




10
Aradeğerleme: Doğrusal, Lagrange polinom, 




11
Sayısal Türev: İki noktalı basit türev, Taylor Serisi ile çok noktalı türev 




12
Sayısal İntegral: Basit yaklaşım, Trapez kuralı, Simpson kuralı   




13
Adi Fark Denklemlerinin Çözümü: Önemi, Euler yöntemi




14
Adi Fark Denklemlerinin Çözümü: Runge-Kutta yöntemi








"
BM208 - Veri Yapıları ve Algoritmalar - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Veri Yapılarına Giriş,
Algoritma Analizi




2
Özyinelemeli Fonksiyonlar




4
Arama ve Sıralama Algoritmaları




4
Arama ve Sıralama Algoritmaları




5
Yığın Veri Yapısı




6
Yığının Uygulandığı Alanlar (Prefix-Infix-Postfix)




7
Kuyruk Veri Yapısı




8
Tek Yönlü Bağlı Liste




9
Çift Yönlü Bağlı Liste




10
Ağaç Veri Yapısı, İfade Ağaçları




11
İkili Arama Ağacı




12
Ağaçlarda Dolaşım




13
Heap Ağacı




14
Hash tabloları








"
BM210 - Veri Tabanı Yönetim Sistemleri - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Ders Tanıtımı, Veritabanı Sistemleri




2
Veri Modelleri, Varlık Bağıntı Modeli




3
Varlık Bağıntı Modeli Uygulamaları




4
İlişkisel Veri Modeli




5
Genişletilmiş Varlık Bağıntı Modeli, İlişkisel Cebir




6
Yapısal Sorgulama Dili (SQL), Temel SQL(DML)




7
Yapısal SQL Komutları (DDL)




8
T-SQL




8
T-SQL




8
T-SQL




11
Normalizasyon, Başarım İyileştirme




12
Veritabanı Güvenliği, Diğer Veritabanı Modelleri




13
Saklı Yordamlar




14
Fonksiyonlar, Tetikleyiciler, İmleçler








"
BM214 - Elektronik Devreler - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
p-n jonksiyonu, ideal diyot, diyot karakteristikleri




2
Eşdeğer diyot modelleri, kırpıcı devreler




3
Doğrultucu devreler, diyot lojik




4
Bipolar jonksiyonlu transistör (BJT), karakteristikleri




5
BJT’li devrelerin DC analizi




6
Diyot transistör lojik (DTL), direnç transistör lojik, (RTL), transistör transistör lojic (TTL)




7
Arasınav




8
İşlemsel yükselteç (OP-AMP): karşılaştırıcı, eviren (inverting) ve evirmeyen (non-inverting) devre yapıları




9
İşlemsel yükselteç: toplama, çıkarma, türev ve integral alma devreleri




10
Alan etkili transistörler (FET), Jonksiyonlu Alan Etkili Transistör (JFET)




11
Metal Oksit Yarıiletken Alan Etkili Transistör (MOSFET)




12
FET’li devrelerin DC analizi ve uygulamalar




13
MOS lojik




14
Final Sınavı








"
BM216 - İşaret ve Sistemler - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İşaretlerin özellikleri ve sınıflandırılması




2
Fazör Diyagramı 




3
Sürekli zamanda fourier serileri




4
Fourier Serisi Örnek Çözümleri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Problem Çözme



5
Sürekli zamanda Fourier Dönüşümü




6
Fourier Dönüşümü Özellikleri




7
Fourier Dönüşümü Örnek Çözümleri




8
Konvolüsyon ve Özellikleri




9
Sistemlere Giriş




10
Sistem Cevabı

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Problem Çözme



11
Sistem Örnek Çözümleri




12
Laplace Dönüşümü ve Özellikleri




13
z Dönüşümü ve Özellikleri




14
Laplace ve z Dönüşüm Örnek Çözümleri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Problem Çözme







"
ENG202 - Teknik İngilizce II - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Akademik yayınlar ve yayınların kullanımı








"
BŞÜ100 - Ders Dışı Etkinlik - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




12
Etkinlik




12
Etkinlik




12
Etkinlik




12
Etkinlik








"
PFE202 - Eğitime Giriş (Pedagojik Formasyon) - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Ders Tanıtımı Eğitim ve Öğretimle İlgili Temel Kavramlar

Ders



2
Eğitim ve Öğretimle İlgili Temel Kavramlar

Ders



3
Eğitimin Felsefi Temelleri


Ders



4
Eğitimin Psikolojik Temelleri


Ders



5
Eğitimin Sosyal, Ekonomik ve Hukuki Temelleri


Ders



6
Eğitimin Tarihsel Temelleri


Ders



7
Eğitim Sistemi ve Eğitimin İşlevleri


Ders



8
Ara Sınav

Ders



9
21 yüzyılda Eğitim Biliminde Yönelimler


Ders



10
Türk Eğitim Sisteminin Yapısı ve Özellikleri


Ders



10
Türk Eğitim Sisteminin Yapısı ve Özellikleri


Ders



12
Bir Meslek Olarak Öğretmenlik


Ders



13
Öğretmen Yetiştirme Alanında Yaklaşımlar, Uygulamalar ve Yönelimler


Ders



14
Öğretmen Yeterlilikleri


Ders



14
Öğretmen Yeterlilikleri


Ders







"
PFE204 - Eğitim Psikolojisi (Pedagojik Formasyon) - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS101 - Ölçme ve Kalibrasyon - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS102 - İnovasyon - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İnovasyon ve Açık İnovasyon Kavramı




2
İnovasyon ve Girşimcilik




3
İnovasyon Türleri, İnovasyonun ülkemiz ve dünya ekonomisindeki yeri ve önemi, İnovasyon ve Ar-Ge




5
Yaratıcı Düşünce Yaklaşımları ve İnovatif Fikir Üretim Metodları(Triz, Beyin Fırtınası, Scamper)




5
Yaratıcı Düşünce Yaklaşımları ve İnovatif Fikir Üretim Metodları(Triz, Beyin Fırtınası, Scamper)




6
Yaratıcı Düşünce Yaklaşımları ve İnovatif Fikir Üretim Metodları(Triz, Beyin Fırtınası, Scamper) ve Uygulamaları, Öğrenci Uygulamaları




7
İnovasyonun işletmelere ve kişilere katkısı, inovasyon süreci için gerekli organizasyon yapısı ve yönetim yaklaşımları, Ürün, süreç ve iş modeli inovasyonu; yeni iş modeli sistematiği, yeni fırsat alanlarının belirlenmesi ve  değişim yönetiminde iş modeli inovasyonun kullanımı,




8
Ara Sınavlar




9
İnovasyonda liderlik ve başarı inovasyoncuların özellikleri




10
Kurumlarda inovasyonun başarılı ve başarısız yönleri,  Ulusal inovasyon girişimi ve yapısı




11
İnovasyonda Biyotaklit yaklaşımı, Uygulamalı örnekler




12
Fikri Mülkiyet Hakları(Patent, Faydalı Model, Tasarım, Marka, Cografi işaret…)




12
Fikri Mülkiyet Hakları(Patent, Faydalı Model, Tasarım, Marka, Cografi işaret…)




14
Öğrenci Uygulamarı ve Sunumları








"
TOS103 - Performans Yönetimi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS104 - İstatiksel Proses Kontrol - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS106 - Yönetim ve Organizasyon - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS107 - İletişim Tekniği - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Dersin tanıtımı. 




2
İletişim nedir? 




3
İletişimin anlaşılması




4
İletişimin dinamikleri




5
İletişim becerileri




6
Ara sınav




7
Sözlü, sözsüz iletişim nasıl kullanılılabilir? 




8
Mesajlar ve anlamları




9
Beden dili nedir




9
Beden dili nedir




11
İkna




12
İkna edici iletişim




13
Örgütsel iletişim ve Bireyler arası iletişim




14
Toplantı yönetimi




16
Final Sınavı




16
Final Sınavı








"
TOS108 - Meslek Hastalıkları - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İş kazası nedir?

Ders



2
İş kazası istatistikleri

Ders



3
İş kazalarının sınıflandırılması

Ders



4
Kaza teorileri

Ders



5
İş kazalarının nedenleri

Ders



6
İş kazalarında denetim mekanizması

Ders



7
İş kazalarının raporlanması ve bildirim mekanizması

Ders



8
İş kazalarından doğan sorumluluklar

Ders



9
Büyük endüstriyel kazalar

Ders



10
Kaza önleme ve güvenlik performansı

Ders



11
Meslek Hastalıkları ve Sınıflandırılması

Ders



12
Meslek Hastalıkları 1

Ders



13
Meslek Hastalıkları 2

Ders



13
Meslek Hastalıkları 3

Ders



14
Meslek Hastalıkları Önleme Politikaları

Ders







"
TOS109 - Sanat Tarihi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Tarih Öncesi ve İlk Çağ'da Anadolu, Mezopotamya ve Eski Mısır Sanatı

Tartışmalı Ders



2
Doğu Sanatı; İran

Tartışmalı Ders



3
Uzak Doğu Sanatı; Hindi Çin, Hint, Çin, Japon Sanatı

Tartışmalı Ders



4
Yunan ve Roma Sanatı

Tartışmalı Ders



5
Bizans ve Osmanlı Sanatı




5
Bizans ve Osmanlı Sanatı




7
Türk & İslam Sanatı

Tartışmalı Ders



8
ARA SINAV




9
İspanya ve Kuzey Afrika İslam Sanatı

Tartışmalı Ders



10
Avrupa Sanatı

Tartışmalı Ders



10
Avrupa Sanatı

Tartışmalı Ders



12
19.-20. Yüzyıl Sanat Akımları

Tartışmalı Ders



12
19.-20. Yüzyıl Sanat Akımları

Tartışmalı Ders



12
19.-20. Yüzyıl Sanat Akımları

Tartışmalı Ders







"
TOS110 - Uygarlık Tarihi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Uygarlık nedir? Batı uygarlığı nedir?  Paleolitikten, neolitiğe geçiş ve geçiş süreci…




2
Tarihte Mesopotamya halkları, katkılar, icatlar




3
Doğu Akdeniz halkları: İbrani toplulukları




4
 Roma’nın doğuşu : Cumhuriyetten İmparatorluğa:




5
Roma: Hristiyanlaşan İmperium Romanum: Bizans: Ortaçağ’lar,




6
İslamiyetin Yayılışı




7
İslamiyetin yayılışı




8
Erken modern Avrupa: Rönesans, keşifler- arasınav




9
Aydınlanma çağına doğru, Bilimsel Devrimler




10
 Fransız Devrimi nedenleri ve sonuçları




11
Sanayii Devrimi nedenleri ve sonuçları




12
Savaşlar ve Politik gelişmeler 




13
Soğuk savaş dönemi ve Küreselleşme




14
Yirmibirinci yüzyıla bakış








"
TOS111 - Bilim Tarihi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Eski Uygarlıklarda Bilim (Mısır ve Mezopotamya, Antik Yunan)




2
Eski Uygarlıklarda Bilim (Antik Yunan)




3
Eski Uygarlıklarda Bilim (Helenistik Dönem ve Romalılar)




4
Ortaçağ Avruparında Bilim




5
İslam Dünyasında Bilim




6
Rönesans ve Modern Bilim (Astronomi, Kimya, Tıp ve Hayat Bilimleri)




7
Rönesans ve Modern Bilim (Galileo Galilei, Isaac Newton)




8
Sınav, Aydınlanma Çağı ve Bilim (18. yüzyılda astronomi, matematik ve fizik)




9
Aydınlanma Çağı ve Bilim (Lavoisier ve kimyada devrim)




10
Endüstri Devrimi ve Bilim (Fizikte Yeni Atılımlar ve Evrim Kuramı ve Darwin)




11
Endüstri Devrimi ve Bilim (Mikrobiyoloji ve Gen Teorisi)




12
Çağdaş Bilim (Einstein Devrimi)




13
Çağdaş Bilim (Kuantum Teorisi ve Atom Fiziğinin Doğuşu)




13
Çağdaş Bilim (Kuantum Teorisi ve Atom Fiziğinin Doğuşu)








"
TOS112 - Girişimcilik ve İş Tasarımı I - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Girişimcilik Kavramı ve Çeşitleri  

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



2
Girişimcilik Kavramı, Çeşitleri ve Girişimcilikte Etik

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



3
Girişimciliğin Ekonomik, Toplumsal ve Kültürel Temelleri




3
Girişimciliğin Ekonomik, Toplumsal ve Kültürel Temelleri




5
İş Modeli, Girişimciliğin Süreçleri ve İş Fikri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



5
İş Modeli, Girişimciliğin Süreçleri ve İş Fikri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



7
Girişimcilikte İş Modeli Tasarımı

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



8
	Girişimcilik İklimi

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



9
Franchising ve İşletme Satın Alma

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



10
İş Planı Örnekleri 

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



11
İş Planı Hazırlama




11
İş Planı Hazırlama




13
İş Kurma

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



14
Girişimin Sonlanması: Tasfiye, İflas ve Birleşme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması







"
TOS113 - İş Güvenliği - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İş güvenliğinin tanımı ve tarihçesini öğretmek




2
Kaza oluşumu ve çeşitlerini kavratmak




4
Meslek Hastalıkları ve korunma yollarının kavratılması




4
Meslek Hastalıkları ve korunma yollarının kavratılması




5
Atölyede elektrikli ve elektriksiz aletlerde iş güvenliğinin ve önlem alınma yollarının tanıtılması




8
İş güvenliğinde Koruyucuların (Makina ve Kişisel Koruyucular) tanıtılması ve kullanılmasının gereğinin kavratılması




7
Yarıyıl İçi Sınavı




8
İş güvenliğinde Koruyucuların (Makina ve Kişisel Koruyucular) tanıtılması ve kullanılmasının gereğinin kavratılması




9
İlkyardım kurallarının öğretilerek uygulama örnekleri sunulması




9
İlkyardım kurallarının öğretilerek uygulama örnekleri sunulması




11
Yangın ve Patlamalarda güvenlik önlemlerinin belirtilip kavratılması




12
İş Hukuku ve yönetmeliklerinin kavratılması




12
İş Hukuku ve yönetmeliklerinin kavratılması




14
İş Güvenliği Soruşturmasının nasıl yapıldığının öğretilmesi








"
TOS114 - Araştırma Yöntemleri - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Bilgi, Bilim ve Bilimsel Yöntem




1
Bilgi, Bilim ve Bilimsel Yöntem




3
Araştırma Konusunun Belirlenmesi ve Karar Verme




4
Literatür Taraması ve Araştırma Önerisi




4
Literatür Taraması ve Araştırma Önerisi




6
Metodoloji




7
Araştırma Metotları ve Veri Toplama




8
Verilerin Analizi, Değerlendirme ve Sonuç




10
Bilimsel Araştırmaların Yazım Kuralları




10
Bilimsel Araştırmaların Yazım Kuralları




11
Bilimsel Yayınlar ve Yayına Gönderme




12
Araştırmacı ve Etik Kurallar




14
Temel İstatistiki Metotlar




14
Temel İstatistiki Metotlar








"
TOS115 - Sosyal Medya Pazarlaması - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS116 - Beden Eğitimi ve Spor - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Beden eğitimi ve sporla ilgili kavramlar




2
Spor türleri

Sözlü



3
Spor tesisleri tanıtımı ve kullanılan araç gereçler

Sözlü



4
Yaşam Boyu Spor

Sözlü



14
Olimpiyatlar




4
Spor ve Beslenme




12
Futbol




8
Vize, Rekreasyon

Sözlü



10
Basketbol




10
Voleybol

Sözlü



11
Tenis, Masa Tenisi

Sözlü



12
Badminton,Yüzme

Sözlü



13
Doping




6
İlk yardım








"
TOS117 - Gönüllülük Çalışmaları - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Sosyal sorumluluk kavramı ve gelişimi

Ders
Gösterim
Benzetim



2
Sosyal sorumluluğun önemi

Ders
Gösterim



3
Sosyal sorumluluk alanları

Ders
Gösterim
Benzetim



4
Sosyal sorumluluk  planlama süreci

Ders
Gösterim
Benzetim



5
Sosyal sorumluluk  grupları ve fikirleri oluşturulması

Ders
Tartışmalı Ders
Beyin Fırtınası
Gösterim
Benzetim



6
Proje oluşturma ve yönetim süreci 

Ders
Tartışmalı Ders
Beyin Fırtınası



7
Projelerin dağılımı ve projeler hakkında grup tartışması ve beyin fırtınası

Ders
Tartışmalı Ders
Beyin Fırtınası



8
Ara sınav, konu tekrarı

Ders
Gösterim
Benzetim



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



13
Öğrencilerin proje sunumları

Ders
Tartışmalı Ders
Beyin Fırtınası
Öğrenci Topluluğu Faaliyetleri / Projeleri



13
Öğrencilerin proje sunumları

Ders
Tartışmalı Ders
Beyin Fırtınası
Öğrenci Topluluğu Faaliyetleri / Projeleri







"
TOS118 - İlk Yardım - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş, tanışma, genel ilkyardım bilgileri




2
Hasta, yaralının ve olay yerinin değerlendirilmesi




3
Temel yaşam desteği




4
Temel yaşam desteği uygulaması




5
Kanamalarda ilkyardım




6
Yaralanmalarda ilkyardım




7
Ara sınav




7
Yanık ve donmalarda ilkyardım




8
Ara sınav, Sıcak çarpmalarında ilkyardım




8
Yanık, donma ve sıcak çarpmalarında ilkyardım




9
Kırık, çıkık ve burkulmalarda ilkyardım




10
Bilinç bozukluklarında ilkyardım




11
Zehirlenmelerde ve hayvan ısırmalarında ilkyardım




11
Zehirlenmelerde ilkyardım




12
boğulmalarda ilkyardım




13
Göze, kulağa ve buruna yabancı cisim kaçmasında ilkyardım




14
Hasta/yaralı taşıma teknikleri








"
TOS119 - Herkes İçin Spor - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Herkes İçin Sporun Amacı




2
Dünyada ve Ülkemizde herkes için spor




3
Herkes İçin Spor Federasyonu faaliyetleri




4
Sağlıklı yaşam ve egzersiz




5
Yaşam boyu spora başlama -1




6
Yaşam boyu spora başlama -2




7
Yaşam boyu spora başlama -3




8
Şişmanlık ve kilo kontrolü




9
Çocuk ve gençlerde spor




10
Yaşlılık ve egzersiz




11
Fitness program rehberi




12
Engelliler ve spor




13
Beslenme








"
TOS121 - Çevre ve Enerji - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Çevre eğitiminin doğuşu ve gelişimine kaynaklık eden hareketler ve çalışmalar




2
Çevre öğeleri ve sistemler




3
Ekosistemde madde döngüleri




4
Türkiye ve Dünyadaki su ve toprak varlığı




5
Biyoçeşitlilik ve Türkiye'deki durum




6
Çevre mevzuatı, çevre kirliliği türleri




8
Enerji, enerji türleri, enerji ve çevre ilişkisi




8
Enerji, enerji türleri, enerji ve çevre ilişkisi




9
Dünyada enerji kaynakları, ısı ve sıcaklık, termodinamiğin kanunları, enerji dönüşümleri




10
Hidrolik, termik, jeotermal, rüzgar ve güneş enerjisinin elektriğe dönüşüm yöntemleri




11
Isı enerjisine dönüşüm: elektriğin ve yakıtların ısıya dönüşmesi 




12
Türkiye ve Dünya'daki enerji üretimi ve tüketimi, gelecek projeksiyonu ve politikalar




13
Fosil yakıtlar ve fosil yakıt kaynaklı çevre sorunları




14
Öğrenci sunumları








"
TOS122 - Futbol I - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS123 - Futbol II - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Oyun Alanının Bölümlendirilmesi ve Risk Analizi




2
Oyun Sistemleri (3:5:2)




3
Oyun Sistemleri (4:4:2)




4
Oyun Sistemleri (4:5:1)




5
Alan Açma




6
Alan Daraltma




7
vize




8
Kanat Organizasyonları, Hücumda Çoğalma




9
Kontra atak ve huzlı hücum




10
Savunma Prensipleri (Adam Adama)




11
Savunma Prensipleri (Alan)




12
Maç Analizi




13
Beslenme




14
Psikoloji








"
